model,polarization_mean,turning_angle_std,nnd_median,pol_pct_err,ta_std_pct_err,nnd_pct_err
Vicsek,0.8235226751239662,0.5947353404093519,2.6055509063882134,0.47860848267034617,115.4838189888956,33.07087319835053
Pull,0.05819803121559264,1.9990629561407725,1.3241716967281547,92.89921532264609,624.2981725147725,65.98582849401092
Hybrid v3,0.8854153390769968,0.5188369698149786,2.1473569252098956,8.030178023059635,87.98440935325311,44.84056190059348
Hybrid v4,0.8982597539328916,0.2759998282738542,3.899141513819759,9.597334545252757,6.221961804471306e-05,0.1577578684757035
Hybrid v5,0.8885664741969789,0.27592659560788974,3.892477837571774,8.414650341261455,0.026595794242857903,0.01341285456526252
