gen,eval,loss,eta_base,lambda_pull,alpha_aniso,mu_responsiveness,k_pref,r_pref,polarization_mean,turning_angle_std,nnd_median
0,1,1.9881358461274639,1.2548167018257077,0.3776476976717139,0.3943638889601298,0.35686081959273463,0.4711611067417021,1.7348884744997635,0.9604722336892152,0.13287751514110044,2.376409556691587
0,2,1.2085408177936638,1.2885472939806144,0.3477573511375251,0.5638088826839355,0.5051122102333493,0.55470193447039,1.8990459456720872,0.9400240898585377,0.2265490147665387,2.5240848951853847
0,3,2.0372778017197755,0.7097231828762178,0.4231884889730587,0.7267576677300557,0.3520146223109022,0.3258592462645592,2.7030314026401054,0.9865666070234373,0.07469301407370849,3.1634238887268267
0,4,0.4847737824746387,0.811819849080366,0.6165640141059013,0.2798724957962521,0.7560554190922161,0.47622690837647863,3.641710388089488,0.9652202762165419,0.2465616367988658,4.075542649024482
0,5,1.3113173939196932,1.0522396657940354,0.3632532886139533,0.47542154525877167,0.38155729081827594,0.3124944186871502,3.660656744433252,0.9760607646120818,0.12618997369855683,3.9608132594767214
0,6,1.7847179347295024,0.6063349895169133,0.42064863337017117,0.3625631693813248,0.39785918105730056,0.2560224091486928,3.291387713897369,0.991044868584939,0.0728642275480332,3.6914624342993756
0,7,1.7140310080774932,0.48715310238212217,0.5468835302578761,0.8319659681420036,0.6835712881443834,0.3231421274218755,2.696387154411041,0.9785156284789173,0.12774600548331483,3.025186901409042
0,8,2.0445262792463605,0.5907956777497654,0.8384937409749709,0.5101617203157998,0.43533791710127556,0.3767290588072228,4.72823300127423,0.9924801535867884,0.09440547255292013,4.900686615737099
0,9,1.6440173605965884,0.833644506694856,0.6234416506176195,0.5600350645672367,0.48659344248704317,0.19004212043644608,3.0624370505092293,0.980260510920014,0.11658148497181557,3.323088826418954
0,10,0.8130232486145892,0.741509614655062,0.617325615945832,0.6677994794095857,0.7176025646463812,0.38998355829866,3.901921071226236,0.9656787240367513,0.21253854630451077,4.233493292396458
0,11,1.6430904997316922,0.5887685765209372,0.75057571916895,0.602587673863918,0.4963419482469854,0.4183948203045964,3.2486090939025374,0.9872962345973978,0.09505885576634247,3.645180620163355
0,12,1.9956644086268356,1.1168562284863994,0.8039658963230215,0.9371223666186982,0.2986243753000719,0.1478173279297776,2.956948919699184,0.9727038366018019,0.0826497684900859,3.0992705267148573
0,13,2.0541707258169204,0.8448103794453925,0.6752352445108647,0.5631280415735795,0.18599468113245848,0.30713000925615286,3.86304621674321,0.9943663242787159,0.04107891061174647,4.1628049702360315
0,14,1.1525729286915616,0.8644265259020273,0.6524035060863305,0.4555336303779436,0.5138626441699976,0.37611946537269486,3.5788467384736666,0.9785300819898893,0.14485991089063147,3.909293496767699
0,15,1.0269875323200088,0.8555239216354954,0.5238019275100612,0.36586530718261,0.617963180596042,0.36705554644754085,4.068081060090881,0.9722858783476633,0.1934949140662697,4.365671369518784
0,16,1.1423497644238951,1.135697006372422,0.5370315920921037,0.42494175902171893,0.43502565233547763,0.40929118590890023,3.35259343782461,0.9677601123209774,0.1551107257852522,3.7264393846403165
0,17,1.2214892851745258,0.7037209708400988,0.5087194440285802,0.37599776452367195,0.6756489073164174,0.28739991429521416,4.132699934375519,0.9809352203007672,0.17161161406431044,4.41506183969376
0,18,1.3412980528876166,0.9129776597014239,0.6187166939490742,0.28101398111522474,0.5804896001810369,0.453681359141183,2.6514565686905973,0.9679094678910796,0.17118977554005668,3.1127450895731337
0,19,1.4440728210059124,0.7254588183189857,0.5065229636964761,0.22537195885477232,0.6067301088026046,0.46846643947740657,2.715504806775232,0.9790169129543903,0.15075903497677384,3.227250583976006
0,20,1.6611086389249972,0.89815287402595,0.23754113060438184,0.49226076916068406,0.2591537050869228,0.5070037125228537,3.578063951553653,0.9853578959085769,0.08176362879383231,3.9929649840437955
1,21,0.7265887108643718,1.4150183870246669,0.2020121597226347,0.4321871458746241,0.4908348339209013,0.23251163044300563,4.198528523500116,0.9460726708577631,0.23304131574889472,4.401004693612225
1,22,1.121760242455791,1.0584072030941987,0.7230061334959624,0.6304254199174679,0.4587436918457951,0.5646387504541397,3.858540984053076,0.9661021603376131,0.17342717317848502,4.281775463425633
1,23,0.5799488914031494,0.891299461034753,0.7009327084058748,0.2379797058251778,0.8956692087995904,0.4296090864053255,3.284091754463411,0.9487689348903292,0.3200875665319908,3.6927561439347607
1,24,1.5886160584241313,0.7113574689042537,0.6187403373631432,0.47245772295798216,0.4641945801200933,0.37278491352805293,3.2412766689668935,0.9859896961920441,0.1038673812639594,3.6238672807188292
1,25,1.195045641489222,0.9533574941962041,0.5452021773614006,0.4869229212568927,0.4906560806353143,0.3583811294252846,3.3643047946008133,0.9726266211079617,0.14853807884289483,3.728132182819298
1,26,1.063528000074567,1.2618433429900842,0.29084581109329244,0.022898686557275026,0.37064943654811666,0.475663239125392,3.559453430570744,0.9660510191025036,0.15744981173892497,3.9431860200592665
1,27,0.616006014719808,0.7568330066070798,0.6625957591141666,0.37482358751021466,0.8064622805984627,0.47199926217783056,4.209905337429737,0.9672251493334774,0.2668687802194484,4.612658467224454
1,28,1.3663674071964458,0.7612667033318139,0.622671623495244,0.2954172250264301,0.5450386704494389,0.3740372157436509,3.2746770350066443,0.979038237194102,0.13287359549710165,3.63083023563167
1,29,2.187328929244166,0.7148013957327313,0.7213587513526536,0.18662281206975057,0.1099415743500902,0.6056647277202428,3.1524256470050718,0.9738870759576056,0.02401663985363774,3.5560301868138433
1,30,0.8936887531378712,0.8725720948784051,0.6751580243359302,0.18497541157698744,0.6421564957299558,0.333560869175174,3.513818868445304,0.9746729587098256,0.18294368652153134,3.8342897034949055
1,31,0.9716298792205809,1.2836930135906546,0.4895680047126447,0.3356660662280827,0.7501994437841569,0.4517211167493791,3.191350671690425,0.9104031821356042,0.3750008888566893,3.6137891694886703
1,32,1.5389759676522567,0.7708388985524052,0.6833829763960921,0.38434748582034495,0.5164975375458264,0.3630875641448532,3.083998912747888,0.9825198470228977,0.12312013170286999,3.4406895972413096
1,33,1.5332539853311513,0.5497265835909431,0.924597263313687,0.5105376345053476,0.5677639128434058,0.23348706362138336,3.752862045618019,0.9924541458967809,0.09814020812100734,3.958235578129186
1,34,1.3275746748094353,0.9797417206886042,0.44897031951226785,0.7900211416212188,0.45272181909043063,0.24970069085026272,3.3386845788365402,0.9682219515976438,0.14271408163773636,3.541851500690528
1,35,1.6023540320369216,0.40358884131774464,0.007189381483776014,0.6058172509792886,0.6218787474062468,0.44368294215768317,3.9928191549843306,0.9882502480509542,0.1210973346773033,4.426534753601919
1,36,1.2435416531014534,0.7918869545067112,0.3075423781688461,0.30091668844276,0.6468914034581275,0.25675389073783716,4.462008231678434,0.9772671762516948,0.188385856623962,4.7033000615384015
1,37,1.712762932655201,0.8083458491385219,0.6671418670708611,0.16560715258738656,0.4420339383340377,0.2832434487414674,3.0382413214516477,0.9849509687772764,0.10056443291083723,3.426336801650799
1,38,1.212151765415413,1.3867193665731667,0.5613689041194572,0.6684266793153271,0.33747738563162205,0.5695067163040777,3.722905168418413,0.9573456073807195,0.14917843620729815,4.1364886498089755
1,39,1.5755817786544046,0.7339931608757989,0.3371713191201237,0.4374379426979259,0.5313634879093979,0.27346644229560657,2.8597298670275784,0.9790070948462558,0.12730370711160072,3.30208417970506
1,40,1.3132460400418022,0.6516147320386417,0.25136022339000685,0.6083263181296751,0.6255484123306776,0.4586926128099704,4.586025240288107,0.9759344179597242,0.1933818868208085,4.912614238313504
2,41,1.5044443809833608,1.3689180374839884,0.622061172280199,0.23499260419931517,0.7805565415402329,0.57298926646993,3.4648319304687556,0.9007123756886806,0.46307822257260467,3.9900121578343337
2,42,0.9806631739461498,1.220549679024274,0.6263751071588959,0.3566064060568418,0.4798907136748096,0.6173700348579361,4.239400206898894,0.9555347177393303,0.21815806957404962,4.663159586100551
2,43,0.7510328342006638,0.45921300792591113,0.2701230480198975,0.4768472693995857,0.8801862936960597,0.6946730265486629,2.902090947703429,0.9783183842977218,0.22053981355230415,3.5903310169608202
2,44,0.6279893048735856,1.0964085721914587,0.6622502151028629,0.5522776393816188,0.563514281145252,0.5337797405234734,3.197721565802731,0.9516858615994161,0.22572167699669654,3.693494070733857
2,45,1.0291196324081986,0.8324628997135215,0.3704259120327424,0.2906292142853544,0.5495113933617385,0.3870266850891042,3.6128034065602135,0.9747164536377199,0.16510258443838166,3.963573167488151
2,46,1.3846753809821126,0.9593157906812125,0.3338628280319208,0.06965635649654192,0.4634537228182265,0.3223298809201231,4.142713734498807,0.9773646154755783,0.14898286049947954,4.422003335020298
2,47,0.711354455350266,0.9650288070500235,0.213176607132081,0.14912525024895285,0.8032227418560286,0.27755012243712973,3.993551441270785,0.9485998707358956,0.3228301940118327,4.310741343996968
2,48,0.6305277581216372,0.87415430738108,0.49883202622547235,0.19652672999368184,0.6818402433559575,0.41795152185660245,3.585918617744312,0.9658815625249888,0.2210468569351438,3.9977944291059275
2,49,0.209867972097865,0.980304787195365,0.38795868989508087,0.49072271602400813,0.717050091962403,0.40054204092473433,3.539607666854902,0.9456360150747785,0.2802286942743187,3.9425341215930496
2,50,1.1502755201195631,1.1163443055266995,0.6070362394036757,0.14179020818614418,0.7944918244767167,0.37362534893075217,4.369458974394544,0.9417760157066868,0.3624667371449653,4.6222311228668795
2,51,0.6407498564550077,1.2309139021122797,0.9875027725852453,0.20959531457194602,0.7638181437900308,0.44210629501774446,3.222633768117797,0.9349231083477954,0.32084340617584906,3.5521852450401603
